Date,Type,Title,Info,Currency,Amount,"Fees & Taxes",Net,"Tax Details"
"February 21, 2026",Shipping,"Asendia shipping label","Label #299639561948",USD,--,-$30.34,-$30.34,--
"February 21, 2026",Shipping,"USPS shipping label","Label #300392867111",USD,--,-$5.89,-$5.89,--
"February 21, 2026",Shipping,"USPS shipping label","Label #299639267700",USD,--,-$9.81,-$9.81,--
"February 21, 2026",Shipping,"Asendia shipping label","Label #300392703041",USD,--,-$34.20,-$34.20,--
"February 21, 2026",Shipping,"USPS shipping label","Label #300392691189",USD,--,-$10.64,-$10.64,--
"February 21, 2026",Shipping,"USPS shipping label","Label #300392617727",USD,--,-$10.64,-$10.64,--
"February 21, 2026",Shipping,"USPS shipping label","Label #299637807398",USD,--,-$6.51,-$6.51,--
"February 21, 2026",Shipping,"Shipsurance Package Insurance","Label #300391024791",USD,--,-$1.35,-$1.35,--
"February 21, 2026",Shipping,"Asendia shipping label","Label #300391024791",USD,--,-$29.60,-$29.60,--
"February 21, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Feb 20, 2026",USD,--,-$10.00,-$10.00,--
"February 21, 2026",Fee,"Transaction fee: Shipping","Order #3980031066",USD,--,-$0.48,-$0.48,--
"February 21, 2026",Fee,"Transaction fee: Retro Cinema Marquee Sign | Arrow Lightb...","Order #3980031066",USD,--,-$1.38,-$1.38,--
"February 21, 2026",Tax,"Sales tax paid by buyer","Order #3980031066",USD,--,-$2.01,-$2.01,--
"February 21, 2026",Fee,"Processing fee","Order #3980031066",USD,--,-$1.17,-$1.17,--
"February 21, 2026",Sale,"Payment for Order #3980031066",,USD,$30.71,--,$30.71,--
"February 21, 2026",Fee,"Listing fee","Listing #4426215313",USD,--,-$0.20,-$0.20,--
"February 20, 2026",Shipping,"USPS shipping label","Label #300319837489",USD,--,-$27.65,-$27.65,--
"February 20, 2026",Shipping,"Adjustment for USPS shipping label","Adjustment #299875976203",USD,--,-$1.78,-$1.78,--
"February 20, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Feb 19, 2026",USD,--,-$10.00,-$10.00,--
"February 20, 2026",Shipping,"USPS shipping label","Label #300310870821",USD,--,-$10.72,-$10.72,--
"February 20, 2026",Shipping,"USPS shipping label","Label #299558733774",USD,--,-$27.65,-$27.65,--
"February 20, 2026",Fee,"Transaction fee: Shipping","Order #3979144674",USD,--,-$1.59,-$1.59,--
"February 20, 2026",Fee,"Transaction fee: Skateboard Shelf Mounts: Floating Skateb...","Order #3979144674",USD,--,-$0.78,-$0.78,--
"February 20, 2026",Tax,"Sales tax paid by buyer","Order #3979144674",USD,--,-$7.29,-$7.29,--
"February 20, 2026",Fee,"Processing fee","Order #3979144674",USD,--,-$1.56,-$1.56,--
"February 20, 2026",Sale,"Payment for Order #3979144674",,USD,$43.75,--,$43.75,--
"February 20, 2026",Fee,"Listing fee","Listing #4389560293",USD,--,-$0.20,-$0.20,--
"February 19, 2026",Marketing,"Fee for sale made through Offsite Ads","Order #3982281407",USD,--,-$19.83,-$19.83,--
"February 19, 2026",Fee,"Listing fee","Listing #4460131881",USD,--,-$0.20,-$0.20,--
"February 19, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp Rustic Cabin Deco...","Order #3982281407",USD,--,-$8.59,-$8.59,--
"February 19, 2026",Tax,"Sales tax paid by buyer","Order #3982281407",USD,--,-$7.93,-$7.93,--
"February 19, 2026",Fee,"Processing fee","Order #3982281407",USD,--,-$4.45,-$4.45,--
"February 19, 2026",Sale,"Payment for Order #3982281407",,USD,$140.10,--,$140.10,--
"February 19, 2026",Fee,"Transaction fee: Bamboo-Style Polaroid Photo Display | Mi...","Order #3982133569",USD,--,-$2.92,-$2.92,--
"February 19, 2026",Tax,"Sales tax paid by buyer","Order #3982133569",USD,--,-$3.83,-$3.83,--
"February 19, 2026",Sale,"Payment for Order #3982133569",,USD,$48.82,--,$48.82,--
"February 19, 2026",Fee,"Processing fee","Order #3982133569",USD,--,-$1.71,-$1.71,--
"February 19, 2026",Fee,"Listing fee","Listing #4426880576",USD,--,-$0.20,-$0.20,--
"February 19, 2026",Fee,"Listing fee","Listing #4389054153",USD,--,-$0.20,-$0.20,--
"February 19, 2026",Shipping,"USPS shipping label","Label #300238412975",USD,--,-$10.64,-$10.64,--
"February 19, 2026",Shipping,"Asendia shipping label","Label #300238175355",USD,--,-$31.27,-$31.27,--
"February 19, 2026",Shipping,"Asendia shipping label","Label #300238146201",USD,--,-$27.92,-$27.92,--
"February 19, 2026",Shipping,"USPS shipping label","Label #300238126989",USD,--,-$6.83,-$6.83,--
"February 19, 2026",Shipping,"USPS shipping label","Label #299489491064",USD,--,-$6.51,-$6.51,--
"February 19, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Feb 18, 2026",USD,--,-$10.00,-$10.00,--
"February 19, 2026",Shipping,"USPS shipping label","Label #299488744848",USD,--,-$7.57,-$7.57,--
"February 19, 2026",Shipping,"USPS shipping label","Label #299488700518",USD,--,-$8.53,-$8.53,--
"February 19, 2026",Shipping,"USPS shipping label","Label #299488633380",USD,--,-$12.58,-$12.58,--
"February 19, 2026",Fee,"Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...","Order #3981518805",USD,--,-$5.52,-$5.52,--
"February 19, 2026",Tax,"Sales tax paid by buyer","Order #3981518805",USD,--,-$8.29,-$8.29,--
"February 19, 2026",Fee,"Processing fee","Order #3981518805",USD,--,-$3.05,-$3.05,--
"February 19, 2026",Sale,"Payment for Order #3981518805",,USD,$93.27,--,$93.27,--
"February 19, 2026",Fee,"Listing fee","Listing #4426233970",USD,--,-$0.20,-$0.20,--
"February 19, 2026",Fee,"Listing fee","Listing #4426233970",USD,--,-$0.20,-$0.20,--
"February 19, 2026",Fee,"Transaction fee: Shipping","Order #3981449149",USD,--,-$0.55,-$0.55,--
"February 19, 2026",Fee,"Transaction fee: Rotating Photo Reel | Polaroid & Instax ...","Order #3981449149",USD,--,-$1.95,-$1.95,--
"February 19, 2026",Tax,"Sales tax paid by buyer","Order #3981449149",USD,--,-$2.55,-$2.55,--
"February 19, 2026",Fee,"Processing fee","Order #3981449149",USD,--,-$1.48,-$1.48,--
"February 19, 2026",Sale,"Payment for Order #3981449149",,USD,$41.00,--,$41.00,--
"February 19, 2026",Fee,"Listing fee","Listing #4387205694",USD,--,-$0.20,-$0.20,--
"February 18, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Cabin De...","Order #3978209428",USD,--,-$4.22,-$4.22,--
"February 18, 2026",Tax,"Sales tax paid by buyer","Order #3978209428",USD,--,-$5.80,-$5.80,--
"February 18, 2026",Sale,"Payment for Order #3978209428",,USD,$70.79,--,$70.79,--
"February 18, 2026",Fee,"Processing fee","Order #3978209428",USD,--,-$2.37,-$2.37,--
"February 18, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"February 18, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Feb 17, 2026",USD,--,-$9.99,-$9.99,--
"February 18, 2026",Fee,"Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...","Order #3977575112",USD,--,-$5.20,-$5.20,--
"February 18, 2026",Tax,"Sales tax paid by buyer","Order #3977575112",USD,--,-$3.60,-$3.60,--
"February 18, 2026",Fee,"Processing fee","Order #3977575112",USD,--,-$2.76,-$2.76,--
"February 18, 2026",Sale,"Payment for Order #3977575112",,USD,$83.58,--,$83.58,--
"February 18, 2026",Fee,"Listing fee","Listing #4426233970",USD,--,-$0.20,-$0.20,--
"February 18, 2026",Fee,"Listing fee","Listing #4426233970",USD,--,-$0.20,-$0.20,--
"February 18, 2026",Shipping,"USPS shipping label","Label #300168795061",USD,--,-$71.62,-$71.62,--
"February 18, 2026",Shipping,"Asendia shipping label","Label #300168655703",USD,--,-$47.60,-$47.60,--
"February 17, 2026",Shipping,"USPS shipping label","Label #299408657088",USD,--,-$12.37,-$12.37,--
"February 17, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Cabin De...","Order #3977170262",USD,--,-$3.38,-$3.38,--
"February 17, 2026",Fee,"Processing fee","Order #3977170262",USD,--,-$1.81,-$1.81,--
"February 17, 2026",Sale,"Payment for Order #3977170262",,USD,$51.99,--,$51.99,--
"February 17, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"February 17, 2026",Deposit,"$1,292.35 sent to your bank account",,USD,--,--,--,--
"February 17, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Feb 16, 2026",USD,--,-$10.00,-$10.00,--
"February 17, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Cabin De...","Order #3979843709",USD,--,-$2.34,-$2.34,--
"February 17, 2026",Sale,"Payment for Order #3979843709",,USD,$35.99,--,$35.99,--
"February 17, 2026",Fee,"Processing fee","Order #3979843709",USD,--,-$1.33,-$1.33,--
"February 17, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"February 16, 2026",Fee,"Transaction fee: Shipping","Order #3979613815",USD,--,-$2.49,-$2.49,--
"February 16, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Cabin De...","Order #3979613815",USD,--,-$3.38,-$3.38,--
"February 16, 2026",Tax,"Sales tax paid by buyer","Order #3979613815",USD,--,-$7.31,-$7.31,--
"February 16, 2026",Fee,"Processing fee","Order #3979613815",USD,--,-$3.18,-$3.18,--
"February 16, 2026",Sale,"Payment for Order #3979613815",,USD,$97.60,--,$97.60,--
"February 16, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"February 16, 2026",Fee,"Transaction fee: Shipping","Order #3979559795",USD,--,-$0.48,-$0.48,--
"February 16, 2026",Fee,"Transaction fee: Modern Minimalist Incense Holder | Custo...","Order #3979559795",USD,--,-$1.30,-$1.30,--
"February 16, 2026",Fee,"Processing fee","Order #3979559795",USD,--,-$1.13,-$1.13,--
"February 16, 2026",Tax,"Sales tax paid by buyer","Order #3979559795",USD,--,-$2.02,-$2.02,--
"February 16, 2026",Sale,"Payment for Order #3979559795",,USD,$29.47,--,$29.47,--
"February 16, 2026",Fee,"Listing fee","Listing #4392223549",USD,--,-$0.20,-$0.20,--
"February 16, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Cabin De...","Order #3979492551",USD,--,-$3.38,-$3.38,--
"February 16, 2026",Tax,"Sales tax paid by buyer","Order #3979492551",USD,--,-$4.55,-$4.55,--
"February 16, 2026",Fee,"Processing fee","Order #3979492551",USD,--,-$1.95,-$1.95,--
"February 16, 2026",Sale,"Payment for Order #3979492551",,USD,$56.54,--,$56.54,--
"February 16, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"February 16, 2026",Fee,"Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...","Order #3979441985",USD,--,-$4.16,-$4.16,--
"February 16, 2026",Tax,"Sales tax paid by buyer","Order #3979441985",USD,--,-$5.60,-$5.60,--
"February 16, 2026",Fee,"Processing fee","Order #3979441985",USD,--,-$2.34,-$2.34,--
"February 16, 2026",Sale,"Payment for Order #3979441985",,USD,$69.57,--,$69.57,--
"February 16, 2026",Fee,"Listing fee","Listing #4410735065",USD,--,-$0.20,-$0.20,--
"February 16, 2026",Fee,"Listing fee","Listing #4410735065",USD,--,-$0.60,-$0.60,--
"February 16, 2026",Fee,"Transaction fee: Mid-Century Modern Starburst Wall Clock ...","Order #3979259509",USD,--,-$2.60,-$2.60,--
"February 16, 2026",Sale,"Payment for Order #3979259509",,USD,$39.99,--,$39.99,--
"February 16, 2026",Fee,"Processing fee","Order #3979259509",USD,--,-$1.45,-$1.45,--
"February 16, 2026",Fee,"Listing fee","Listing #4446278361",USD,--,-$0.20,-$0.20,--
"February 16, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Feb 15, 2026",USD,--,-$10.00,-$10.00,--
"February 16, 2026",Marketing,"Fee for sale made through Offsite Ads","Order #3979083903",USD,--,-$13.20,-$13.20,--
"February 16, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...","Order #3979083903",USD,--,-$2.34,-$2.34,--
"February 16, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...","Order #3979083903",USD,--,-$3.38,-$3.38,--
"February 16, 2026",Tax,"Sales tax paid by buyer","Order #3979083903",USD,--,-$5.28,-$5.28,--
"February 16, 2026",Sale,"Payment for Order #3979083903",,USD,$93.26,--,$93.26,--
"February 16, 2026",Fee,"Processing fee","Order #3979083903",USD,--,-$3.05,-$3.05,--
"February 16, 2026",Fee,"Listing fee","Listing #4414036249",USD,--,-$0.20,-$0.20,--
"February 16, 2026",Fee,"Listing fee","Listing #4414036249",USD,--,-$0.20,-$0.20,--
"February 16, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Cabin De...","Order #3979051091",USD,--,-$3.38,-$3.38,--
"February 16, 2026",Tax,"Sales tax paid by buyer","Order #3979051091",USD,--,-$4.16,-$4.16,--
"February 16, 2026",Fee,"Processing fee","Order #3979051091",USD,--,-$1.93,-$1.93,--
"February 16, 2026",Sale,"Payment for Order #3979051091",,USD,$56.15,--,$56.15,--
"February 16, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"February 15, 2026",Marketing,"Fee for sale made through Offsite Ads","Order #3975557776",USD,--,-$5.40,-$5.40,--
"February 15, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...","Order #3975557776",USD,--,-$2.34,-$2.34,--
"February 15, 2026",Fee,"Processing fee","Order #3975557776",USD,--,-$1.33,-$1.33,--
"February 15, 2026",Sale,"Payment for Order #3975557776",,USD,$35.99,--,$35.99,--
"February 15, 2026",Fee,"Listing fee","Listing #4414036249",USD,--,-$0.20,-$0.20,--
"February 15, 2026",Fee,"Transaction fee: Shipping","Order #3978562575",USD,--,-$2.15,-$2.15,--
"February 15, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Cabin De...","Order #3978562575",USD,--,-$3.38,-$3.38,--
"February 15, 2026",Tax,"Sales tax paid by buyer","Order #3978562575",USD,--,-$21.29,-$21.29,--
"February 15, 2026",Fee,"Processing fee","Order #3978562575",USD,--,-$3.44,-$3.44,--
"February 15, 2026",Sale,"Payment for Order #3978562575",,USD,$106.43,--,$106.43,--
"February 15, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"February 15, 2026",Fee,"Transaction fee: Shipping","Order #3978320693",USD,--,-$2.49,-$2.49,--
"February 15, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Cabin De...","Order #3978320693",USD,--,-$2.34,-$2.34,--
"February 15, 2026",Tax,"Sales tax paid by buyer","Order #3978320693",USD,--,-$6.02,-$6.02,--
"February 15, 2026",Fee,"Processing fee","Order #3978320693",USD,--,-$2.66,-$2.66,--
"February 15, 2026",Sale,"Payment for Order #3978320693",,USD,$80.31,--,$80.31,--
"February 15, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"February 15, 2026",Fee,"Transaction fee: Modern Ribbed Wall Sconce Light – Beige ...","Order #3974949296",USD,--,-$4.78,-$4.78,--
"February 15, 2026",Tax,"Sales tax paid by buyer","Order #3974949296",USD,--,-$4.60,-$4.60,--
"February 15, 2026",Fee,"Processing fee","Order #3974949296",USD,--,-$2.60,-$2.60,--
"February 15, 2026",Sale,"Payment for Order #3974949296",,USD,$78.18,--,$78.18,--
"February 15, 2026",Fee,"Listing fee","Listing #4426590790",USD,--,-$0.20,-$0.20,--
"February 15, 2026",Fee,"Listing fee","Listing #4426590790",USD,--,-$0.20,-$0.20,--
"February 15, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Feb 14, 2026",USD,--,-$9.97,-$9.97,--
"February 15, 2026",Marketing,"Fee for sale made through Offsite Ads","Order #3974828286",USD,--,-$7.20,-$7.20,--
"February 15, 2026",Fee,"Transaction fee: Hot Air Balloon Nursery Light – Whimsica...","Order #3974828286",USD,--,-$3.12,-$3.12,--
"February 15, 2026",Tax,"Sales tax paid by buyer","Order #3974828286",USD,--,-$3.79,-$3.79,--
"February 15, 2026",Sale,"Payment for Order #3974828286",,USD,$51.78,--,$51.78,--
"February 15, 2026",Fee,"Processing fee","Order #3974828286",USD,--,-$1.80,-$1.80,--
"February 15, 2026",Fee,"Listing fee","Listing #4444100924",USD,--,-$0.20,-$0.20,--
"February 14, 2026",Fee,"Transaction fee: Shipping","Order #3978048397",USD,--,-$0.55,-$0.55,--
"February 14, 2026",Fee,"Transaction fee: Rotating Photo Reel | Polaroid & Instax ...","Order #3978048397",USD,--,-$1.56,-$1.56,--
"February 14, 2026",Tax,"Sales tax paid by buyer","Order #3978048397",USD,--,-$1.95,-$1.95,--
"February 14, 2026",Fee,"Processing fee","Order #3978048397",USD,--,-$1.28,-$1.28,--
"February 14, 2026",Sale,"Payment for Order #3978048397",,USD,$34.40,--,$34.40,--
"February 14, 2026",Fee,"Listing fee","Listing #4387205694",USD,--,-$0.20,-$0.20,--
"February 14, 2026",Fee,"Transaction fee: Mid-Century Modern Starburst Wall Clock ...","Order #3974585444",USD,--,-$2.60,-$2.60,--
"February 14, 2026",Tax,"Sales tax paid by buyer","Order #3974585444",USD,--,-$2.40,-$2.40,--
"February 14, 2026",Fee,"Processing fee","Order #3974585444",USD,--,-$1.52,-$1.52,--
"February 14, 2026",Sale,"Payment for Order #3974585444",,USD,$42.39,--,$42.39,--
"February 14, 2026",Fee,"Listing fee","Listing #4446278361",USD,--,-$0.20,-$0.20,--
"February 14, 2026",Shipping,"USPS shipping label","Label #299189983914",USD,--,-$10.64,-$10.64,--
"February 14, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Feb 13, 2026",USD,--,-$10.00,-$10.00,--
"February 14, 2026",Fee,"Listing fee","Listing #4385940447",USD,--,-$0.20,-$0.20,--
"February 13, 2026",Fee,"Transaction fee: Shipping","Order #3973693744",USD,--,-$2.21,-$2.21,--
"February 13, 2026",Fee,"Transaction fee: Blimp Pendant Light | Airship Hanging La...","Order #3973693744",USD,--,-$3.12,-$3.12,--
"February 13, 2026",Tax,"Sales tax paid by buyer","Order #3973693744",USD,--,-$16.39,-$16.39,--
"February 13, 2026",Fee,"Processing fee","Order #3973693744",USD,--,-$3.20,-$3.20,--
"February 13, 2026",Sale,"Payment for Order #3973693744",,USD,$98.36,--,$98.36,--
"February 13, 2026",Fee,"Listing fee","Listing #4444069229",USD,--,-$0.20,-$0.20,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299121496686",USD,--,-$8.46,-$8.46,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299876240813",USD,--,-$10.64,-$10.64,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299876035917",USD,--,-$24.69,-$24.69,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299875976203",USD,--,-$7.03,-$7.03,--
"February 13, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Cabin De...","Order #3976844917",USD,--,-$3.38,-$3.38,--
"February 13, 2026","Buyer Fee","Colorado Retail Delivery Fee (paid by buyer)","Order #3976844917",USD,--,-$0.28,-$0.28,--
"February 13, 2026",Tax,"Sales tax paid by buyer","Order #3976844917",USD,--,-$4.65,-$4.65,--
"February 13, 2026",Fee,"Processing fee","Order #3976844917",USD,--,-$1.96,-$1.96,--
"February 13, 2026",Sale,"Payment for Order #3976844917",,USD,$56.92,--,$56.92,--
"February 13, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299076823732",USD,--,-$5.62,-$5.62,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299076811144",USD,--,-$5.52,-$5.52,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299076769210",USD,--,-$9.20,-$9.20,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299831057787",USD,--,-$11.01,-$11.01,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299830972025",USD,--,-$7.57,-$7.57,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299820102595",USD,--,-$5.52,-$5.52,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299065745426",USD,--,-$5.29,-$5.29,--
"February 13, 2026",Shipping,"USPS shipping label","Label #299065704820",USD,--,-$5.20,-$5.20,--
"February 13, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Feb 12, 2026",USD,--,-$9.99,-$9.99,--
"February 12, 2026",Marketing,"Fee for sale made through Offsite Ads","Order #3976289445",USD,--,-$7.80,-$7.80,--
"February 12, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Cabin De...","Order #3976289445",USD,--,-$3.38,-$3.38,--
"February 12, 2026",Fee,"Processing fee","Order #3976289445",USD,--,-$1.81,-$1.81,--
"February 12, 2026",Sale,"Payment for Order #3976289445",,USD,$51.99,--,$51.99,--
"February 12, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"February 12, 2026",Shipping,"Adjustment for USPS shipping label","Adjustment #299022937419",USD,--,-$2.81,-$2.81,--
"February 12, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Feb 11, 2026",USD,--,-$10.00,-$10.00,--
"February 12, 2026",Marketing,"Fee for sale made through Offsite Ads","Order #3975808989",USD,--,-$6.60,-$6.60,--
"February 12, 2026",Fee,"Transaction fee: Blimp Pendant Light | Airship Hanging La...","Order #3975808989",USD,--,-$2.86,-$2.86,--
"February 12, 2026",Tax,"Sales tax paid by buyer","Order #3975808989",USD,--,-$2.33,-$2.33,--
"February 12, 2026",Fee,"Processing fee","Order #3975808989",USD,--,-$1.64,-$1.64,--
"February 12, 2026",Sale,"Payment for Order #3975808989",,USD,$46.32,--,$46.32,--
"February 12, 2026",Fee,"Listing fee","Listing #4444069229",USD,--,-$0.20,-$0.20,--
"February 11, 2026",Fee,"Transaction fee: Shipping","Order #3975663257",USD,--,-$0.57,-$0.57,--
"February 11, 2026",Fee,"Transaction fee: Retro Cinema Marquee Sign | Arrow Lightb...","Order #3975663257",USD,--,-$1.30,-$1.30,--
"February 11, 2026",Tax,"Sales tax paid by buyer","Order #3975663257",USD,--,-$2.00,-$2.00,--
"February 11, 2026",Fee,"Processing fee","Order #3975663257",USD,--,-$1.17,-$1.17,--
"February 11, 2026",Sale,"Payment for Order #3975663257",,USD,$30.71,--,$30.71,--
"February 11, 2026",Fee,"Listing fee","Listing #4426215313",USD,--,-$0.20,-$0.20,--
"February 11, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Cabin De...","Order #3972029328",USD,--,-$2.34,-$2.34,--
"February 11, 2026","Buyer Fee","Colorado Retail Delivery Fee (paid by buyer)","Order #3972029328",USD,--,-$0.28,-$0.28,--
"February 11, 2026",Tax,"Sales tax paid by buyer","Order #3972029328",USD,--,-$2.93,-$2.93,--
"February 11, 2026",Fee,"Processing fee","Order #3972029328",USD,--,-$1.43,-$1.43,--
"February 11, 2026",Sale,"Payment for Order #3972029328",,USD,$39.20,--,$39.20,--
"February 11, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"February 11, 2026",Shipping,"USPS shipping label","Label #299701658085",USD,--,-$6.51,-$6.51,--
"February 11, 2026",Shipping,"USPS shipping label","Label #299701600847",USD,--,-$10.64,-$10.64,--
"February 11, 2026",Fee,"Transaction fee: Shipping","Order #3971977780",USD,--,-$1.80,-$1.80,--
"February 11, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...","Order #3971977780",USD,--,-$3.38,-$3.38,--
"February 11, 2026",Fee,"Processing fee","Order #3971977780",USD,--,-$2.64,-$2.64,--
"February 11, 2026",Sale,"Payment for Order #3971977780",,USD,$79.64,--,$79.64,--
"February 11, 2026",Fee,"Listing fee","Listing #4414036249",USD,--,-$0.20,-$0.20,--
"February 11, 2026",Shipping,"Adjustment for USPS shipping label","Adjustment #298092913634",USD,--,-$2.81,-$2.81,--
"February 11, 2026",Fee,"Listing fee","Listing #4426233970",USD,--,-$0.20,-$0.20,--
"February 11, 2026",Fee,"Listing fee","Listing #4455454596",USD,--,-$0.20,-$0.20,--
"February 11, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Feb 10, 2026",USD,--,-$10.00,-$10.00,--
"February 11, 2026",Fee,"Transaction fee: Shipping","Order #3974930473",USD,--,-$1.80,-$1.80,--
"February 11, 2026",Fee,"Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...","Order #3974930473",USD,--,-$2.60,-$2.60,--
"February 11, 2026",Fee,"Processing fee","Order #3974930473",USD,--,-$2.28,-$2.28,--
"February 11, 2026",Sale,"Payment for Order #3974930473",,USD,$67.64,--,$67.64,--
"February 11, 2026",Fee,"Transaction fee: Shipping","Order #3974590525",USD,--,-$5.27,-$5.27,--
"February 11, 2026",Fee,"Transaction fee: Color Changing Desk Lamp, Wireless and R...","Order #3974590525",USD,--,-$2.34,-$2.34,--
"February 11, 2026",Fee,"Transaction fee: Color Changing Desk Lamp, Wireless and R...","Order #3974590525",USD,--,-$2.34,-$2.34,--
"February 11, 2026",Tax,"Sales tax paid by buyer","Order #3974590525",USD,--,-$30.61,-$30.61,--
"February 11, 2026",Sale,"Payment for Order #3974590525",,USD,$183.64,--,$183.64,--
"February 11, 2026",Fee,"Processing fee","Order #3974590525",USD,--,-$5.76,-$5.76,--
"February 10, 2026",Fee,"Listing fee","Listing #4440303243",USD,--,-$0.20,-$0.20,--
"February 10, 2026",Fee,"Listing fee","Listing #4440303243",USD,--,-$0.20,-$0.20,--
"February 10, 2026",Fee,"Transaction fee: Shipping","Order #3974380721",USD,--,-$0.55,-$0.55,--
